source_sheet,source_row_id,project_scope,language,source_layer,code_family,code,label_en,label_cn,keyword_original,keyword_translation_or_note,current_pipeline_status,reviewer,review_decision,keyword_final,notes,reviewed_at
Chinese,84,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,cleanliness_comfort,Cleanliness / Comfort,清潔度/舒適度,座位少,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,座位少,,2026-06-18
Chinese,85,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,cleanliness_comfort,Cleanliness / Comfort,清潔度/舒適度,设施旧,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,设施旧,,2026-06-18
Chinese,86,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,cleanliness_comfort,Cleanliness / Comfort,清潔度/舒適度,老旧,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,老旧,,2026-06-18
Chinese,87,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,关门,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,关门,,2026-06-18
Chinese,88,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,没开,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,没开,,2026-06-18
Chinese,89,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,休息日,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,休息日,,2026-06-18
Chinese,90,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,闭馆,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,闭馆,,2026-06-18
Chinese,91,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,营业时间,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,对营业时间不满,,2026-06-18
Chinese,92,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,时间短,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,时间短,,2026-06-18
Chinese,93,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,不能用,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,不能用,,2026-06-18
Chinese,94,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,暂停,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,暂停,,2026-06-18
Chinese,95,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,opening_hours_availability,Opening Hours / Availability,開放時間/可用性,停业,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,停业,,2026-06-18
Chinese,96,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,时间不够,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,时间不够,,2026-06-18
Chinese,97,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,花时间,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,花时间,,2026-06-18
Chinese,98,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,耗时,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,耗时,,2026-06-18
Chinese,99,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,没什么,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,delete,,,2026-06-18
Chinese,100,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,没什么看,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,没什么看,,2026-06-18
Chinese,101,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,不值得,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,不值得,,2026-06-18
Chinese,102,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,行程,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,delete,,,2026-06-18
Chinese,103,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,绕路,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,绕路,,2026-06-18
Chinese,104,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,难安排,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,难安排,,2026-06-18
Chinese,105,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,itinerary_fit_time_cost,Itinerary Fit / Time & Cost,行程安排/時間與成本,小众,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,小众行程,,2026-06-18
Chinese,106,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,楼梯,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,都是楼梯,,2026-06-18
Chinese,107,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,台阶,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,delete,,,2026-06-18
Chinese,108,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,坡,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,坡,,2026-06-18
Chinese,109,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,山路,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,山路,,2026-06-18
Chinese,110,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,不好走,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,不好走,,2026-06-18
Chinese,111,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,走路累,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,走路累,,2026-06-18
Chinese,112,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,推车,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,推车,,2026-06-18
Chinese,113,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,轮椅,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,轮椅,,2026-06-18
Chinese,114,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,带老人,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,带老人不便,,2026-06-18
Chinese,115,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,accessibility_mobility,Accessibility / Mobility,無障礙設施/行動便利性,带小孩,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,带小孩不便,,2026-06-18
Chinese,116,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,餐厅少,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,餐厅少,,2026-06-18
Chinese,117,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,吃饭不便,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,吃饭不便,,2026-06-18
Chinese,118,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,没吃的,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,没吃的,,2026-06-18
Chinese,119,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,商店少,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,商店少,,2026-06-18
Chinese,120,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,便利店,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,delete,,,2026-06-18
Chinese,121,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,休息区,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,休息区少,,2026-06-18
Chinese,122,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,寄存,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,寄存不便,,2026-06-18
Chinese,123,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,储物柜,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,储物柜少,,2026-06-18
Chinese,124,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,设施少,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,No change,设施少,,2026-06-18
Chinese,125,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,friction,food_amenities_gap,Food / Amenities Gap,餐飲/設施不足,周边配套,Existing Chinese social friction keyword,currently_used_for_chinese_social_friction,Lynn,FIX,周边配套不足,,2026-06-18
Chinese,126,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,风景,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,风景,,2026-06-18
Chinese,127,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,景色,New broader keyword,new_candidate_not_yet_wired,Lynn,delete,,,2026-06-18
Chinese,128,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,绝景,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,绝景,,2026-06-18
Chinese,129,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,海景,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,海景,,2026-06-18
Chinese,130,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,山景,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,山景,,2026-06-18
Chinese,131,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,悬崖,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,悬崖,,2026-06-18
Chinese,132,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,瀑布,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,瀑布,,2026-06-18
Chinese,133,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,河,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,河,,2026-06-18
Chinese,134,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,湖,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,湖,,2026-06-18
Chinese,135,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,森林,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,森林,,2026-06-18
Chinese,136,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,日落,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,日落,,2026-06-18
Chinese,137,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,樱花,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,樱花,,2026-06-18
Chinese,138,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,红叶,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,红叶,,2026-06-18
Chinese,139,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,雪景,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,雪景,,2026-06-18
Chinese,140,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,出片,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,出片,,2026-06-18
Chinese,141,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,scenic_nature,Scenic Nature,自然風光,拍照,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,拍照,,2026-06-18
Chinese,142,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,寺,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,寺,,2026-06-18
Chinese,143,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,寺庙,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,寺庙,,2026-06-18
Chinese,144,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,神社,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,神社,,2026-06-18
Chinese,145,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,参拜,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,参拜,,2026-06-18
Chinese,146,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,禅,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,禅,,2026-06-18
Chinese,147,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,坐禅,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,坐禅,,2026-06-18
Chinese,148,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,修行,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,修行,,2026-06-18
Chinese,149,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,御朱印,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,御朱印,,2026-06-18
Chinese,150,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,僧人,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,僧人,,2026-06-18
Chinese,151,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,永平寺,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,永平寺,,2026-06-18
Chinese,152,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,安静,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,安静,,2026-06-18
Chinese,153,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,temples_spiritual,Temples / Spiritual,寺廟/宗教場所,治愈,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,治愈,,2026-06-18
Chinese,154,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,城,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,城,,2026-06-18
Chinese,155,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,城迹,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,城迹,,2026-06-18
Chinese,156,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,历史,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,历史,,2026-06-18
Chinese,157,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,遗迹,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,遗迹,,2026-06-18
Chinese,158,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,武家,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,武家,,2026-06-18
Chinese,159,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,传统,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,传统,,2026-06-18
Chinese,160,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,文化财,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,文化财,,2026-06-18
Chinese,161,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,古街,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,古街,,2026-06-18
Chinese,162,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,资料馆,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,资料馆,,2026-06-18
Chinese,163,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,建筑,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,建筑,,2026-06-18
Chinese,164,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,history_culture,History / Culture,歷史/文化,文化,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,文化,,2026-06-18
Chinese,165,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,恐龙,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,恐龙,,2026-06-18
Chinese,166,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,化石,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,化石,,2026-06-18
Chinese,167,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,博物馆,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,博物馆,,2026-06-18
Chinese,168,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,美术馆,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,美术馆,,2026-06-18
Chinese,169,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,展览,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,展览,,2026-06-18
Chinese,170,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,展馆,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,展馆,,2026-06-18
Chinese,171,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,亲子,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,亲子,,2026-06-18
Chinese,172,cross_language_tourism_side_project,Chinese,Xiaohongshu titles now; note bodies later if collected,topic,dinosaurs_museums,Dinosaurs / Museums,恐龍/博物館,互动,New broader keyword,new_candidate_not_yet_wired,Lynn,No change,互动,,2026-06-18
